Molecule Name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
(S)-(+)-2-Decanol,16.46386492,8.819592248,-18.01599142,45.80393157,-65.44807626,-0.80112491,-39.9077834,8.32421785,-9.818669933,-14.63549998,5.496727212,-8.912480045,-20.76196409,17.50322085,7.829212257
(S)-(+)-2-Heptanol,-17.75255807,-40.16439334,-10.68600541,-16.2883521,-14.84848969,10.66250241,-23.98640636,-10.29939603,-19.27692169,-9.721342596,6.744713338,-2.676794507,-14.64533403,4.361627778,-1.624947889
(S)-(+)-6-Methyl-1-octanol,-15.37646818,-39.62602379,-7.26913665,-5.48323154,1.859375739,-2.106435569,-2.571629545,4.324763369,-1.236272341,-0.665486476,-0.817510028,-4.41479815,-0.019930101,-2.195464971,0.23443909
(S)-(+)-2-Octanol,-21.17166331,45.42341234,-4.242314226,57.11827414,-47.45843885,-3.534862518,-17.03955278,3.764351592,5.844186286,3.044249334,2.653107339,-11.02665317,-1.723135903,1.605799664,20.39532649
(S)-(+)-2-Pentanol,-24.60477903,58.53264832,-5.993450282,88.51738994,-61.31419334,-13.60867627,-16.62711787,8.109757495,10.99834278,0.952581377,0.004666082,-13.62816056,16.34214509,11.39023273,16.50067263
(S)-(+)-2-Hexanol,-42.14324733,-44.09557592,-4.572533531,-36.84423057,18.28656524,4.685690092,-0.950065137,13.76491097,14.09745126,-8.273187786,5.473077728,-7.660390883,-27.88445134,-5.820446183,12.87194471
(S)-(+)-2-Heptanol,-24.24009238,-10.78464782,-0.080459601,12.64054163,-9.795235107,0.819157382,-6.403635316,-2.242965334,5.680093621,-0.503801273,7.772116715,-8.84480399,2.32541536,2.782481151,6.320956097
(S)-(+)-2-Nonanol,-108.8047868,-60.79197657,3.491456061,-76.77839243,59.57855518,9.273195168,16.03677629,0.107944699,7.33203,-17.80995192,6.27798791,1.807143378,-17.43005266,-6.810377597,7.867865102
(S)-(+)-2-Decanol,-117.3660893,-62.74258955,-5.271227103,-87.34555844,60.78881737,7.412645207,13.25231386,8.802165454,9.204180233,-13.7935218,5.583053728,-6.138067464,-22.94685413,-7.500123301,8.262847371
(S)-(+)-2-Butanol,-104.9336313,-85.85613997,-3.931622179,-95.67385036,61.9810559,6.236988066,12.92298073,10.73085128,14.83997723,-13.09957961,7.919165582,0.975035271,-30.63093369,-14.42298312,-1.775180391
(S)-(+)-6-Methyl-1-octanol,-3.164968941,-37.26518377,-5.555146871,-2.282807078,-3.694694915,-2.359334134,-3.418905986,2.95017068,-4.818170492,-1.892314099,0.226865171,1.887545032,-3.121205843,-2.64761243,1.935738679
(S)-(+)-5-Methyl-1-heptanol,-36.58018568,-8.061764555,-3.196040106,11.2414057,-8.667232688,-1.06117686,-0.182779458,-2.616686276,-2.144736973,-1.062537756,-4.278075442,0.154907208,7.921609981,-9.315393028,2.677353036
(S)-(+)-4-Methyl-1-hexanol,1.421852328,-38.81410047,-5.466166318,-0.217610399,-2.841425702,-1.167690253,-2.362746437,1.398902074,-6.919164376,0.773543818,-1.874697481,4.45804571,-1.914101985,-4.976954627,3.361635284
(S)-(+)-3-Methyl-1-pentanol,-12.91821288,-36.24424275,-7.126708571,-2.39068869,-1.803374985,0.774735212,-5.270098381,-0.857093467,-5.752992375,-1.66889243,1.840323523,3.157770064,0.26262348,1.227694478,3.392156343
(S)-(-)-2-Methyl-1-butanol,2.925648112,-32.39457875,-3.930927598,-7.303489775,-0.571949526,2.823649992,-0.327152269,-2.388606373,-9.063592946,-5.075796358,-2.962106832,5.178191611,-3.059353617,-8.113337771,8.721988152
Cholesterol n-Hexyl Carbonate,10.37197284,247.1969814,-91.0886004,-23.18031441,-41.24012797,-35.03464061,2.79676478,30.64013589,17.54451745,-42.70844028,12.01959537,-13.82203146,-2.311976181,-20.69843878,-3.059784698
Cholesterol n-Heptyl Carbonate,200.0793932,159.2791573,-67.37914846,-16.1230723,-31.83680447,-20.08633215,-1.362644788,26.81691851,13.79206824,-26.61802132,10.07622534,-3.860864811,-1.917005319,-5.175635187,-9.997749159
Cholesterol n-Nonyl Carbonate,-375.7236953,321.4770927,-81.93106115,-80.38202714,-3.019083346,-41.15739441,38.09103364,28.48254365,-6.118094356,-34.21124933,-6.10504727,-24.90626803,6.7892702,-26.27433317,26.13192354
Cholesterol Oleyl Carbonate,52.15607361,209.0652152,-58.91658583,-31.77861495,-28.14701757,-37.72814689,0.757631705,11.62233382,4.084064497,-25.35767448,19.06286843,7.653429815,21.51048922,-4.835321871,-0.418359764
Cholesterol Methyl Carbonate,127.3004954,67.49947478,-16.12470929,-38.51663114,-22.05516028,24.26884319,-6.377422348,-33.28570744,37.9710848,16.43597099,16.42276308,-1.179194062,19.0174339,20.97257623,14.68032967
Cholesterol n-Butyl Carbonate,560.3389308,43.70458989,-14.73027331,-19.10711964,30.56175471,-16.91362689,20.69732567,14.32693371,-17.48210249,-8.184743547,-15.88280137,-5.108474084,-12.30575598,-23.2537167,8.803560652
Cholesterol n-Amyl Carbonate,804.3500288,-22.28335627,13.20246382,-1.690849936,14.6100415,-19.03278994,11.10438448,10.96795684,-12.81546647,-15.13467343,-8.42239344,-10.56479475,7.782642341,-11.20469446,12.57433466
C15,-11.69016553,-13.78235293,-16.71100472,6.913790598,-16.90077951,9.132308021,-17.6748828,-11.09897441,-11.83222798,-0.463630916,-2.368921903,7.762021262,-8.181730811,3.916798782,5.775809124
C15,35.22338875,15.02353391,-39.16174162,37.27853485,-60.58314912,5.822371938,-44.54310712,-10.28508172,-11.41378974,-11.27030509,6.126761094,29.7896365,-37.89073959,12.12737445,-1.462707092
MLC-6247,-35.62737018,6.964075088,-3.98786885,11.53903128,-74.8845099,2.564241825,-45.858636,-61.57252459,15.84859936,-5.630354621,2.685157984,62.72081318,0.881550711,-6.143271633,-30.48827893
S-1011,11.94046176,160.10035,19.44906188,144.7972846,83.91688727,98.24165603,-41.22956114,42.2090664,-17.42063283,-12.16165248,-17.3753034,14.78805539,-42.60855899,-13.15451988,6.804209467
CN,18.63899016,119.2524496,77.45863166,-23.25376263,11.5188667,29.79675867,8.506081347,-16.38237821,-13.90269898,17.99910235,-7.255406991,12.62534513,13.93325856,11.04602768,0.259792135
Cholesterol Pelargonate,133.9432737,108.9703429,68.60929906,-14.26898494,5.371625046,36.87401122,-4.743408425,-14.4549049,-1.738292466,6.724758832,-2.361338551,7.36821071,-12.34413427,4.63118461,-14.10364295
Cholesterol Acetate,48.93456316,94.73550029,36.10708443,-39.02904188,-15.08627406,19.02704572,-1.589718714,-20.22998595,-7.474700209,20.38539486,-13.56210498,9.247121967,-0.524727875,-1.279989962,-17.69079309
Cholesterol Propionate,22.93556216,93.65634068,61.92297644,-60.06829847,1.990166132,25.78065879,5.823817175,-17.37327553,18.97243501,-11.9092443,-5.56792521,-13.38835927,0.916442255,-17.52133359,-6.938923862
n-Butyric Acid Cholesterol Ester,37.17253953,62.79958625,63.56646834,-73.90825029,11.29666902,23.66535083,1.188225513,-2.703247412,5.540160315,-2.43618971,3.590631965,11.51502692,-38.83673976,21.97990873,-8.196074934
Cholesterol n-Valerate,111.6257516,55.87823686,57.18655942,-56.87344587,-11.06001231,22.24354998,-3.084485663,2.594365667,11.90571005,-0.25101799,1.855164765,-3.792796234,-16.0475187,13.40411471,-2.041531473
Cholesterol n-Hexanoate,-46.00217951,129.5714739,60.21358548,-40.83354338,-0.464376708,33.73645549,2.336402574,-8.959659331,-11.06847428,3.589141033,-2.771770763,-2.489907565,-5.220222553,7.417706557,-2.911046945
Cholesterol n-Heptanoate,25.1328693,113.1296909,60.49104963,-27.84912049,-7.964808173,26.21398116,-5.149551293,-4.144431403,0.860853186,3.122783014,3.359520486,2.357358279,-5.124189799,13.74538929,-2.156020697
Cholesterol n-Caprylate,-64.56662399,134.7403127,57.43662989,-36.8727111,-3.520141754,34.94195951,1.504349795,-12.81054871,-8.244621418,3.484179035,-4.412025378,0.635836468,-2.242862482,4.108209866,-1.409382042
Cholesteryl Bromide,80.04304294,-26.90368854,19.09561045,-53.02961824,-35.95881446,33.2098166,-19.45551463,-5.627874757,30.75676836,26.96139771,6.033516746,18.08714177,40.59127199,11.40543278,2.935058099
Cholesteryl Chloride,100.0604231,-19.66576077,33.42985692,-64.50408279,-36.13067681,45.95632153,-11.76753868,-8.574577512,25.39819605,16.62327419,4.607058032,11.78602802,28.08231153,-3.640849191,13.29312525
Cholesterol ,30.39881252,-4.28290752,19.04605635,-52.66495836,-37.9769461,39.21548339,-16.30663765,-14.86113876,22.75687318,22.17382342,6.261570048,-5.958864603,-0.605520575,16.42137446,10.72524748
β-Cholestanol ,6.415995805,-18.84098172,20.30365362,-29.23843107,-26.05805163,8.328641197,-8.520251379,19.75326278,24.65059421,37.60027328,-1.058662354,-16.2001747,37.11686443,-1.951505894,-10.76661857
Cholesterol Ethyl Carbonate,230.7713116,139.2159291,-45.56265375,-28.44526283,7.019738675,-30.85706787,18.81940799,-6.542138375,7.706799852,-5.896378198,7.642116013,-5.188078996,5.985704289,-34.83424899,-7.737224006
Cholesterol n-Caprate,181.6774254,33.1512234,72.04883491,-49.14725998,19.66489329,20.81224562,-3.977716903,5.351038468,14.1821543,-2.607771156,6.33381791,-0.251176025,-7.470137827,19.54566806,-8.37329143
Cholesterol Laurate,-130.1528462,164.0352293,61.09172451,-37.13663427,-13.84715448,14.5403411,-4.944991558,-3.105062015,2.508800475,1.700031749,5.700677715,8.617405978,-4.496284068,22.15044854,2.389078845
Cholesterol Myristate,-132.8177783,151.835799,66.52859258,-50.45473838,7.112730577,21.57674731,6.387918703,-5.878909151,-6.01115449,7.648669338,4.893929279,7.866557945,1.410726112,11.22105788,0.188385737
